tweetID,tweet,rating
225871294577647616,b'Another sleepless night.',0
225260451230007297,"b""I just don't know anymore about this""",0
224728419643035651,"b'Another long, hard to get to sleep kind of night.'",0
224709923316043777,b'I prefer my dreams to my reality.',0
224703200987586560,"b""There's nothing that I truly feel like I'm great at.""",0
224702447950626816,b'My life is cold even in the summer.',0
224634086059294721,b'It would be nice if I could stay happy.',0
224550257474809856,b'I really am too hard on myself.',0
224336010157375489,b'I hate losing interest in things I used to enjoy.',0
224317091459768320,b'I need time to myself......a lot of time.',0
224315887484813313,b'Account got suspended...worst.',0
223998808525258752,b'A few years ago if I saw myself now &amp; what has become of me...',0
223997436874592257,"b""Any followers I missed, let me know now, or I'll get you tomorrow when I have computer access.""",0
223996495014273024,"b""No matter what it's about, we're all in the same boat.""",0
223995033651650560,b'Struggling to not feel like a failure.',0
223994451067019264,b'@OnesimusPrime I am here for you and everyone else.',0
223918899941490688,"b""Someone DM me a good picture that represents depression, and I'll use it as my twitpic and mention you in a tweet (&amp; follow if not already)""",0
223914377613541377,b'Leave me be.',0
223857906901204993,"b'""If I wasn\'t me, my brains would be on the wall already""'",0
223856193918087169,"b'""As I fall deeper into a manic state, I\'m a prime candiate for the gene to receive the drug addict trait""'",0
223853374066528256,"b""If you're a part of my life, feel special, not many get let in.""",0
223852090966028288,b'Need a long walk to clear my head.',0
223851868642746368,"b'""Sticks and stones will break my bones but words will never hurt me"" &lt;- I wish.'",0
223801357151379457,"b'""I think it would be better if we were just friends."" Those words have the best intentions, but the most painful meaning.'",0
223649838590472192,"b'Laying restlessly in bed for hours, wide awake.'",0
223617114437713921,"b'I can\'t remember the last time I woke up thinking: ""Wow, I got a great sleep""'",0
223611358564986881,"b""I keep so much to myself, so it's hard to find people that I can relate to with my struggles.""",0
223610869286842368,"b""There's always something on my mind.""",0
223610503212179456,"b'Another day, another night.'",0
223607689962471424,"b'Shout out to everyone living through any type of struggle, whether it be big or small, keep battling.'",0
223603191923748865,"b""Nothing hurts more than being told that you've lost your friendship with the only person that matters.""",0
223601568971358209,"b'Maybe if I was better looking, the world would come along easier to me.'",0
223600975515103232,b'Sometimes the world just sucks. A big one.',0
223596842104004608,"b""Hey guys, if you follow me and I haven't followed you back, just let me know.""",0
223596334370918404,b'My smiles been missing for a while.',0
223589744016232451,"b'Sometimes, all you need is a reason.'",0
223570399970082816,"b'""Someone DM me a good picture that represents depression, and I\'ll use it as my twitpic and mention you in a tweet!"" Still waiting!'",0
223555235598176257,"b""Someone DM me a good picture that represents depression, and I'll use it as my twitpic and mention you in a tweet!""",0
223535420141604864,b'Thank you to all my new followers.',0
223532018082918404,"b""Always feeling like you're left out or forgotten.""",0
223522729410830336,"b""#TeamFollow #FollowBack #TeamFollowBack #FollowMe #Follow As much as I don't like to whore myself out, I want this account to be more known.""",0
